SN,Text ID,Text,SEN,HAO,POL,PGS,FT,EYE,HBF,FR,EMP,BF,SW,DO
2799,4dcadf711557463e,स्वागत योग्य कार्यजय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2800,d671cf64e7e9433b,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2801,b786c5577d2248fc,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2802,d1f2314fb86f4fcb,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2803,9d2a75a4066d4cf2,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2804,3bd7e11771bd4230,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2805,4abaf8824ea944d2,जयनेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2806,573f5a73236c43ae,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2807,72ddcce73f684dbb,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2808,50cb3c714cfd4293,दाजु जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2809,c54dc94814304b95,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2810,f48636edbbe64058,जय नेपाल दाजु,2,0,0,0,0,0,0,0,0,0,1,0
2811,be66296946d74fd1,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2812,00553f4fb5194f40,राम्रो काम,2,0,0,0,0,0,0,0,0,0,1,0
2813,830e0d39418b41af,जस्ले जे सुकै भनेास गगन भनेकेा आफ्नेा स्वार्थका लागि राजनिति गरेकेा हेाईन देश र जनताकेा मात्र यूवा नेता गगन थापा,2,0,1,1,0,1,0,0,0,0,1,0
2814,8e174233b01a4dc5,जय नेपाल गगन दाई,2,0,0,1,0,0,0,0,0,0,1,0
2815,9173151235dc43f1,बिमा बाट उपचार हुने अस्पतालमा गएर डाटा लिनु नि तेत्रो जान्ने मन भए अनि थाहा हुन्छौं के र कतिले सुबिधा पाए भन्ने कुरा,2,0,0,0,0,0,1,0,0,0,1,0
2816,dec631b398b24ac1,गगन थापा नेता हो मौका पाय राजनेता पक्कै बन्नेछ औकात बिहिनहरु खुट्टा तान्न आउछन्,2,1,1,1,0,0,0,0,0,0,0,0
2817,10e2022fecc94ed3,yes नेताले नीति बनाउने होकेही स्टन्डबाजिहरु घर भत्काउने धम्की दिदै कुटो समातेर कुदिहाल्छन good luck तिनिहरुलाइ नि,1,1,1,1,0,0,0,0,0,0,0,1
2818,47a03d902c204b65,बिकासीत मूलुकमाँ नीति नियम बनाऊने हो यहाँ दूबै आवस्यक छ,2,0,0,1,0,0,0,0,0,0,1,0
2819,e7d4280a78234d83,जतिसुकै ले क्रिटिसाईज गरुन तर यो समय को गगन जति व्रिलियन्ट लिडर अरु छैनन जव सम्म गगन जति को नेता को प्रतिफल लिन सक्दैन यो देश ले कैले राम्रो हुन्न,2,0,1,1,0,0,0,0,0,0,1,0
2820,8363336f7aaf492a,गगन थापा नेता हो मौका पाय राजनेता पक्कै बन्नेछ औकात बिहिनहरु खुट्टा तान्न आउछन्,2,1,1,1,0,0,0,0,0,0,0,0
2821,17611c95ed9f41b0,गगन ले स्वस्थ बिमा सुरु गर्नु भएको हाे हात्ती अघिअघि कुकुर पछी पछी हाम्रो दीप गगन हुन,1,1,1,1,0,0,1,0,0,0,1,0
2822,e6f63a5163634999,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2823,2ab23e1e60c24e2c,अरे यार मन्थ मा के के काम भयो पालिसि मा अध्ययन गरेर कमप्यारटिभ एनालाइसिस गरेर अाउन के रातारात कायापलट गर्ने हुन्छ र,2,0,0,1,0,1,0,0,0,1,1,0
2824,138d5248a49b46d2,जय होस दाइ,2,0,0,0,0,0,0,0,0,0,1,0
2825,883d6160f4c44307,रवि र केपि मा केहि फरक छैन भ्रम र उत्तेजना को व्यापार मा धेरै भाइ वैनि हरु फसिरनु भाको छ मा माअोवादि मा केेपि ले यस्तै भ्रम को व्यापार गरेको थिय,2,0,0,1,0,1,0,0,0,1,0,0
2826,ecbf0606586f4b21,त्यो शरणार्थी ओलि भन्दा घामट हो त्यो त्यो जिमु शीत केही भिजन छैन मात्र कांग्रेस एमालेलाई गालि गर्नु बाहेक गगन कांग्रेस बाट नै प्रम,1,1,1,1,0,0,0,0,0,0,0,1
2827,772f63df5ca24a01,गगन छन र त काङ्ग्रेसमा प्राण छ,2,1,1,1,0,0,0,0,0,0,0,1
2828,2d56b742c7414bda,जसले जे भनेर खुट्टा ताने पनि कंाग्रेस रहेकेा गगन कारण हेा यदि गगन नहुनि हेा भने कार्यकर्ता कंाग्रेस परित्याग गर्छन्,2,1,1,1,0,0,0,0,0,0,0,1
2829,d4b791fca5f84c48,के गर्दा चर्चा पाइन्छ भन्ने थाहा भएर पनि त्यो नगरेर दीर्घकालीन फाइदा हेरेर हेर्नुस् त नेता जि आज तपाईंलाई धेरैले पत्याउनै छोडिसके,1,1,1,1,0,0,0,0,0,0,0,0
2830,c0bd64038c154ea1,तेस्ता अराजक अचेतनशिल भिड ले नपत्याएर केहि हुने वाला छैन हामि जस्तो हजारौ छौ त्यो भ्रम र उत्तेजना नवुझने भेडा हरु को पछि लाग्नु पनि हुन्न,1,1,1,1,0,0,0,0,0,0,0,0
2831,8939f77d9f7740dc,स्वास्था माफिया ठुलो कुरा गर्छस गाला पटकाईदे,1,1,0,1,0,1,0,0,0,0,0,0
2832,1e2db5b339a2417f,अरु सस्तो लोकप्रियता को लागि नाटक गर्छन भ्रमित पार्छन जनता लाई तर एउटा राजनेता देश दिर्घकालिन फाइदा को लागि सिस्टम को लागि काम गर्छ,2,0,1,1,0,0,0,0,0,1,0,0
2833,2e0164503bae4e4d,यो त ठिक छ कि सरकारी अस्पतालमा कुनै पनि गरिब जनताको छोराछोरीलाई समयमा उपचार हुँदैन भतुवा अब सुधार्नु पर्यो तेरै पार्टीको छ मन्त्री,1,1,1,1,0,0,1,0,0,0,0,0
2834,6432de232e1a460a,तपाईं मात्र एउटा यस्तो नेता हो दाजु भताभुङ्ग भएको राजनिति र लथालिङ्ग भएको देश लाइ सहि मार्गनिर्देशन गर्न सक्ने,2,0,1,1,0,0,0,0,0,0,0,0
2835,5966cb94b64546bd,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2836,29cd857c4fd24a39,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2837,2e630cffa1c84941,जयनेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2838,124e462ed3bb45b7,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2839,73ffc3ed7f4e471a,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2840,491ae610627b4b99,जय नेपाल महामन्त्री ज्यु,2,0,0,0,0,0,0,0,0,0,1,0
2841,b8d03da379684c53,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2842,35da4b65f12f4e96,जय नेपाल दाई,2,0,0,0,0,0,0,0,0,0,1,0
2843,4875569aa9c54db6,सलाम छ गगन ज्यु,2,0,0,0,0,0,0,0,0,0,1,0
2844,b4d7727e7b2b4a4f,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2845,65c126d73f9e4bda,दाजु तपाईं मेरो मात्र हैन यो देशकै अन्तिम भरोसा हो यदि नेपाल मा केहि हुन्छ भने त्यो गगन थापा बाट मात्र हुन्छ,2,1,1,1,0,0,0,0,0,0,0,1
2846,94339de561994e4f,निति तथा कार्ययोजना लिएर आउनु पर्यो महासचिव ज्यु,2,0,1,1,0,0,0,0,0,1,0,0
2847,1f8aca5f84464ff4,बाख्रो बेचेर मोबाइल किनेको यहि देख्नलाई रहेछ,0,0,0,0,0,1,0,0,0,1,0,0
2848,0af81f8a27cd4fa7,रूपान्तर हाम्रा पाला मा,2,0,0,1,0,0,0,0,0,0,1,0
2849,46be02c064374a49,अरु केहीकारण देखाइ रहनुनै पर्दैन नेपालमा यो नेपाली कङ्ग्र्स हुनुनै ठुलो सराप हो,1,1,1,1,0,0,0,0,0,0,0,0
2850,dde6251f81fd4aa3,जय नेपाल लोकतान्त्रिक पार्टी मा विश्व बिकास निकास कता गैरहेको छ यस्तो कुरा लाइ ध्यान दिनु स्वागतयोग्य कुरा हो,2,0,1,1,0,0,0,0,0,0,1,0
2851,7228d85448ca4bc2,कुरा मात्र चिल्ला,1,1,0,1,0,0,0,0,0,0,0,0
2852,66476b2fdee84ede,नेपालको नेताहरु का कारण हो अरु केहि होइन तेस्मा तिमि पनि हौ,1,1,1,1,0,0,0,0,0,0,0,0
2853,30de26736d384caa,कुरा गरछौ अनि छुट्टयाउछौछुट्यो भन गर्ने केही होइन कत्ती चिप्लो घसेको पक्कै को लागि हुनुपर्छ,1,1,0,0,0,0,0,0,0,0,0,1
2854,87839e57e79744df,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2855,9dda8490b0414f98,जय नेपाल हाम्रो प्यारो ढुकढुकी नडराउनु नबिराउनु बिराएको दिन हामी खबरदारी गर्नेछौ बिपीको बिचार झै तिम्रो भिजन कांग्रेसको बिधान दस्ताबेजमा लेख्ने हो,2,0,0,1,0,0,0,0,0,0,1,0
2856,71aa304d86f24b97,नेपाली राजनीतिको नायक गगन नेपाल र नेपालीकि शान मान र गौरव गगन,2,1,1,1,0,0,0,0,0,0,0,0
2857,cd50133318644380,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2858,8d25fd5a18e349fa,जय नेपाल दाइ,2,0,0,0,0,0,0,0,0,0,1,0
2859,ce3735858d76466c,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2860,33dbe9e5340046aa,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2861,5f65cab56cfc4040,जय नेपाल गगन जिउ,2,0,0,0,0,0,0,0,0,0,1,0
2862,c4c26c070d314b76,सहि हो,2,0,0,0,0,0,0,0,0,0,0,0
2863,77b5b1d36ae74cf6,जय नेपालनेपाली राजनीतिको नायक र नेपालीको ढुकढुकीशान मान र गौरव हाम्रो गगन,2,0,0,0,0,0,0,0,0,0,1,0
2864,0ca795a31ffe40f7,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2865,90d814c41a56440f,सहि हो सहमत,2,0,0,0,0,0,0,0,0,0,1,0
2866,4707d67ea64446aa,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2867,be0e59ad21f0419f,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2868,a1aa2c3ce7944661,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2869,030f97ff7a4340a0,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2870,ca54738113a0487c,जय नेपाल हजुर,2,0,0,0,0,0,0,0,0,0,1,0
2871,c48776bc29f94222,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2872,d89da4d7b3b74fba,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2873,f6b2b89c7bd24fbd,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2874,6dfb39d833f147ec,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2875,67fdf263f3e24b7b,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2876,8ce1e4b97e984c34,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2877,8ba8aa81baa04541,जय नेपाल दाइ,2,0,0,0,0,0,0,0,0,0,1,0
2878,76a8d1abae094af3,जय नेपाल सहर,2,0,0,0,0,0,0,0,0,0,1,0
2879,f63ccd937be14eb0,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2880,94c5f8f0a62e42c8,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2881,58a0306ed4f34076,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2882,fcd05d2846dc439c,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2883,214d3f5926b24e48,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2884,531d6d432af14103,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2885,1321819e68284714,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2886,3f2d2b00b0014a1e,गगन थापा मलाई अति मन पर्ने नेता हुन,2,0,1,1,0,0,0,0,0,0,0,0
2887,2010f9f8883a4666,जय नेपाल,2,0,0,0,0,0,0,0,0,0,1,0
2888,47c738d81a164e76,कुकुर गगने शेरेकाेे स्वास्नीकाे पेन्टि धुने,1,1,1,0,0,0,0,0,0,0,0,0
2889,cb58b13f130a47a7,गगन थापा सबैक ढुकढकी,2,0,1,1,0,0,0,0,0,0,0,0
2890,f14931cc82e64bf8,जय गगन,2,0,0,0,0,0,0,0,0,0,0,0
2891,0b72035afcb94df6,कल्पना दहाल काँग्रेसी रैछन्,0,0,1,1,0,0,0,0,0,0,0,0
2892,2471290d1b37489c,गाडी को चाप सरकारी कर्मचारी बाटै सुरु गर्दा कस्तो होला एउटा नेता लाई नै ओटा गाडी चाइन्छ कसको विश्वास गर्नु यहाँ,1,1,1,0,0,0,0,0,0,0,0,0
2893,492bc69d0a9b4851,याे हाे नि भिजन अरु के गर्न भन्छन् तर गगन कसरी गर्ने भन्छन् Best MP Gagan,2,0,1,1,0,0,0,0,0,0,0,0
2894,6d0d1bdce0864817,होनि यस्तो भिजन आउछ र त मन पर्छ गगन थापा नत्र अरु त सरापे बाहेक नीति को कुरा गरेको सुनिन्न,2,0,1,1,0,0,0,0,0,0,0,0
2895,03d01bf136f74a86,हो यस्ता भिजन स्वस्थबिमा जस्ता नीति हरु गगनको दिमाखमा आउछ अनि गलत लाई गलत भन्न जानेको छुतिमी हरु झै बिरोध को लागि बिरोध गर्ने बाला भने हैन म,2,1,1,1,0,0,1,0,0,0,0,0
2896,72014106664940a9,पहिला आफैबाट सुरु गर्नुपर्छ,0,1,0,0,0,0,0,0,0,0,1,0
2897,7845dd7e72f54a77,गगन बस सिस्टम कसरी बनाउनेमा काम गर्छन् रवि स्टन्टकाे लागि बसमा रंग लगाएर चलाउने कुरा गर्छन्,1,1,0,0,0,0,0,0,0,1,0,0
2898,a4df285eee11454f,जय नेपाल,2,0,0,0,0,0,0,0,0,0,0,0
2899,ccf9405eb9f34f84,साम्सदको सङ्ख्या घटाउ केही गर्नै पर्दैन,1,1,1,1,0,0,0,0,0,0,0,0
2900,11596ef3b98b4eed,बस लाई जती यात्रु भय पनी पुग्दैन आऊनुस बस पुरै खाली छ भन्न छोड्दैन अनी गुन्द्रुख खादे जसरी ढिला भन्दा बाईक ठिक बस लाई नियन्त्रण गर्न आबसेक छ पहीले,1,0,0,1,1,0,0,0,0,0,0,0
2901,71839824c38b414b,नेताहरूको सवारी साघन नि हटाउनु पर्यो युरोपमा जस्तै नेताहरू साईकल चडनु पर्यो नि त,2,1,1,1,1,0,0,0,0,0,0,0
2902,de3766c53455402a,गगन ब्रो एक दिन सार्वजनिक बस चढेर हेर अनि थाहा पाउँछौ,1,1,1,1,1,0,0,0,0,0,0,0
2903,0f5e8cdbdfcb49a6,Singapore मा तपाइले भनेको जस्तै छ सवारी साधनको त्यति धेरै प्रयोग गर्दैनन्,2,0,0,1,1,0,0,0,0,0,0,0
2904,4a58f2c165b3481e,अब सांसदहरु लाई सार्वजनिक बास सुबिधा दिनुपर्छ,2,1,0,1,1,0,0,0,0,0,0,0
2905,14b320fed1f4458c,सेराेफेराेयाे हाे नि भिजन अरु के गर्न भन्छन् तर गगन कसरी गर्ने भन्छन् Best MP Gagan,2,0,0,1,0,0,0,0,0,0,0,0
2906,54ae577351bc41ef,सहि हो कम्रेड,2,0,0,1,0,0,0,0,0,0,0,0
2907,2981c551e50b42d1,हजुर पब्लिक बस मा चडेर देखाउनुहोस महोदय,2,1,0,1,1,0,0,0,0,0,0,0
2908,286f2646d58e496c,गफै त हो,1,1,0,0,0,0,0,0,0,0,0,0
2909,57aa1c5dae824d4f,तिमिहरुले कहिले बनाउने यस्तो जुनि बितिसक्यो,1,0,0,1,0,0,0,0,0,0,0,0
2910,fda8123378b04dbf,सदन मात्र लेन को बनाम न त बातो त जाम हुन्छ,2,0,0,0,1,0,0,0,0,0,0,0
2911,2b421095056d497f,के हेरेर बसेको त आजसम्म सरकारमा सधै सरकारमा त्मि हकुनै छौ,1,1,1,1,0,0,0,0,0,0,0,0
2912,2c51eda92c5445c8,वा तपाईको logic अब हाँस्नु म लागो,0,1,0,1,0,0,0,0,0,0,0,0
2913,16aa4d401e884917,दाइ गाडीको संख्या घटाउने होइन हाम्रो चौबाटा मा येसो ओभर बृज अनि अन्डरग्राउन्ड पास बाटो बनाउने हो भने ट्राफिक समस्या सजिलै सकिन्छ,2,0,0,1,1,0,0,0,0,0,0,0
2914,d851c6e12f104f84,घरमा खान अन्न पुगेन भने अन्न उत्पादन बढाउने होकिखान नै घटाउने हो,2,1,0,0,1,0,0,0,0,0,0,0
2915,4a664cc4a5b24300,योत पहिलो चोती राम्रो कुरा गर्यो है सारै चित्तबुझ्दो छ,2,0,0,1,0,0,0,0,0,0,0,0
2916,1ae6128735b14afa,पब्लिक बस चड्ने अनि खाेला नाला जति छाेपेर घर बनाई दिने अहिले अापत पर्दा जन्ताकाे दुखमा साथ दिन नसक्ने पनि हुन्छ,1,1,1,1,1,0,0,0,0,0,0,0
2917,dadaecd9d4f0493f,यो बौलाहा के भन्छ,1,1,0,0,0,0,0,0,0,0,0,0
2918,9b70e55047a14e67,हैन गाडी घटाएर चै कसरी जाम हट्छसडक ब्याबस्थित बनाउने तिर लाग छिटै न्यूनिकरण हुन्छहावा कुरा नगर,2,0,1,1,1,0,0,0,0,0,0,0
2919,2ec1cf0dc4d64a39,तपाईंलाइ थाहा छसन्सारमा बढी गाडी भको देस कुन हो र त्यो देशमा नेपाल भन्दा कति जाम कम हुन्छ,0,0,1,1,1,0,0,0,0,0,0,0
2920,9914fcc0f18f4429,गाडी अब कसरी घटाउनुहुन्छकुन माप्दन्ड बाट हटाउनुहुन्छयस्तो सानो चित्तले बोसो पाक्दैन मित्र,2,0,0,1,1,0,0,0,0,0,0,0
2921,59e8b877d40e4fc9,हावा कुरा नगर्नुस न पहिलो कुरा सडक ब्यबस्थित नभै यो सपना नदेक्दा पनि हुन्छ,2,1,0,0,1,0,0,0,0,0,0,0
2922,cfa3bd23908d4adf,माननीय गगण थापा जि मलाई तपाईंको कुरा अपुग र असंस्तुति लाग्यो,1,1,1,1,0,0,0,0,0,0,0,0
2923,7acc33db47f342a1,गनगनेको गफ,0,1,0,0,0,0,0,0,0,0,0,0
2924,56381a41bd034c08,माननीय गगण थापा जि मलाई तपाईंको कुरा अपुग र असंस्तुति लाग्यो,1,1,1,1,0,0,0,0,0,0,0,0
2925,54ce0da8e6b74862,यूरोप मा भन्दा नेपालमा प्रतेक secoundma bus आउँछ,0,0,0,1,1,0,0,0,0,0,0,0
2926,b7ea390b010c4bc3,बोल्नु र गर्नू मा धेरै फरक छ सर,2,1,0,1,0,0,0,0,0,0,0,0
2927,fb593d9e378b43d8,सहि भन्नुभयो गगनजीले तैभर गाडी मोटरसाइकलमा कर लागाको,2,0,0,1,1,0,0,0,0,1,0,0
2928,83e9d753c29842a0,के भन्छ याे,0,1,0,0,0,0,0,0,0,0,0,0
2929,b480ec668801486b,होनि कुरा त सई भनु भयो,2,0,0,0,0,0,0,0,0,0,0,0
2930,83be77a592a8426e,सम्झिने हो,0,1,0,0,0,0,0,0,0,0,0,0
2931,6fe6238c1649446b,गफै गरेर हुन्छ,1,1,0,0,0,0,0,0,0,0,0,0
2932,887f741449794f61,एकदम सहि कुरो हो,2,0,0,0,0,0,0,0,0,0,0,0
2933,a85fd20414174b11,कुरा चाहि सहि हो हजुर को,2,0,0,0,0,0,0,0,0,0,0,0
2934,f6114a6bd65f47ff,पहिला माफिय हरुले सुरु गरने,2,1,0,0,0,0,0,0,0,0,0,0
2935,11c0d8ada2494ed1,खाेला छाेपेर कपनकाे जस्तै बाटाे अरू पनि बढाउन सकिएला कि,1,1,0,1,0,0,0,0,0,0,0,0
2936,248ef46173b84372,अनि मान्छे को सन्ख्या हताउन क गर्नु गगन जि मान्छे को सन्ख्या बधेपछि गादि पनि धेरै चाहियला नि होइन र,2,0,1,1,0,0,0,0,0,0,0,0
2937,8a6f93456a544233,लास्टमा त पर्यस गर्ने हो रे,0,1,1,1,0,0,0,0,0,0,0,0
2938,5f2036e803a44bee,गर्न पर्यो नि गफ मात्र दिने,1,1,1,0,0,0,0,0,0,0,0,0
2939,172acc904e294eda,यो कुरा चै देश का मन्त्री हरु बाट सुरु गरनु पर्छ,1,0,1,1,0,0,0,0,0,0,0,0
2940,15eaabb731d94bed,सैहो नि,2,0,0,0,0,0,0,0,0,0,0,0
2941,a66eb21de50d40dd,अन्डर भनेको यहिहो बाख्रो बाबा,1,1,0,1,0,0,0,0,0,0,0,0
2942,5e5523090a774652,अरु देशमा बाटो बढाउने गलत रहेछ,1,0,0,1,1,0,0,0,0,0,0,0
2943,0f086cf85ea24f28,य़ो बाख्रे को कुरा हेरन,1,1,1,1,0,0,0,0,0,0,0,0
2944,a0ee757b3ba0464c,भनेपछि गगन प्रधानमन्त्री भएपछि माेटरसाईकल र कारमा दराे कर हान्ने र सार्वजनिक यातायात दराे बनाउने याेजना रैछ,2,0,1,1,1,0,0,0,0,0,0,0
2945,60cc22db77284321,तिमि हरु आफै ले गर अनि जनता लाइ सिकाउ घेरै नबोल,1,1,0,0,0,0,0,0,0,0,1,0
2946,03a328a7896d4fe2,तिम्रो गाडी हटाउ नत,1,1,0,0,1,0,0,0,0,0,0,0
2947,7241512ff01f4b66,त गाडी चर्ना छोड पहिले,1,1,0,1,1,0,0,0,0,0,0,0
2948,4a9bf86b7ddf4b0b,तिम्लाइ त म राम्रै माथे थुक्क तिम्रो बुड्ढी,1,1,1,0,0,0,0,0,0,0,0,0
2949,3e913edc441e4628,अब कार कम्पनी बन्द गर्न लगाउ जाठा,1,1,0,1,1,0,0,0,0,0,0,0
2950,0a1e5eecd34f4388,देश को समस्या नया नीति नियम लिएर हुदैन साम्सद को संख्या घटाउ,1,1,0,1,0,0,0,0,0,0,0,0
2951,cce9ec3fd04b4cc5,तेरो दिमागमा कुकुरले मुतेकै रहेछ,1,1,0,0,0,0,0,0,0,0,0,0
2952,0270e8f81b5f4ff4,गाडीको चाप कम गरेर मात्र हुने भए विकसित देशमा लेनको सडक मात्र हुन्थ्यो होला सडक चौडा र गाडीको चाप पनि घटाउनु पर्छ,2,0,0,1,1,0,0,0,0,0,0,0
2953,5db6a644ea634f45,कुन तरो बाउँ ले भन्थ्यो,1,1,0,0,0,0,0,0,0,0,0,0
2954,3cb9667f50b34e6b,चाेर र पागल पातकि नेता,2,1,1,0,0,0,0,0,0,0,0,0
2955,0749219492e24083,यो पनि फुस्कियो कि जस्तो लागिराछ,1,1,0,0,0,0,0,0,0,0,0,0
2956,88ebad1224ae4eb2,आफू सरकारमा हुदा केही गर्दैनन् गफ दिन भने कोले सक्छ,1,1,1,1,0,0,0,0,0,0,0,0
2957,646560b2d30c4779,यसको यहि बुद्धिले गर्दा देश गयो खाल्डोमा,2,1,0,0,0,0,0,0,0,0,0,0
2958,be5094a55fe24a00,गगन जि गफ मात्र होईन ब्यबहारमा लागु गर्न लोभ र पाप त्यागि सांसद देखि मन्त्री सम्मको मनमा भए हजुरले भनेको जस्तो गर्न कुनै अाईतबार लाग्दैन,2,1,1,1,0,0,0,0,0,0,0,0
2959,3224894d6dab48b9,यो मान्छे नमर्दा सम्म केहि हुदैन यो देश मा,1,1,0,0,0,0,0,0,0,0,0,0
2960,693bb6550fcf47f4,काम क्यै गर्नु छैन यो भन्दा राम्रो सल्लाह त म सङग पनि छ काम गर्नु परो हल्ला हैन,2,0,1,0,0,0,0,0,0,0,0,0
2961,4266ebd10d574f91,हरेक मिनेटमा गाडीको सुविधा होस काठमाडौ महनगर भित्रमा र देशै भर सरकारले सरकारी गाडी लागू गरियोस,2,0,1,1,1,0,0,0,0,0,0,0
2962,3eeeeb0d4a424e83,साल देखि सत्तामा छ माखो मारेन येस्ले,1,1,0,0,0,0,0,0,0,0,0,0
2963,82924bd684bb4e36,गफ हानेर मात्र हुन्छ तपाईं बाट शुरू गर्नुस न त,1,1,0,1,0,0,0,0,0,0,0,0
2964,c5dcc517658242b4,तेई भएर होला कपन डुबाएको,1,1,0,1,0,0,0,0,0,0,0,0
2965,2e0c3017fc0243b7,जहिले अरुको सिको गर्छ कोइ कोइ त नय काम आफै गरेर अरु लाई सिकाउने गर न हो माननीय मन्त्री ज्यु,2,0,1,1,0,0,0,0,0,0,0,0
2966,caba6b819b574442,यो त के बोल्या होला गधा नै होइछ,1,1,0,1,0,0,0,0,0,0,0,0
2967,5521262e2f774c6c,सबै भन्दा पहिले त तिमिहरुले नै सुरुवात गरेहुन्छ,2,0,0,1,0,0,0,0,0,0,0,0
2968,263a84a222734512,गाडि घटाएर र सडक फराकिलो बनाएर केहि हुदोइन आम जनतालाइ सार्बजनिक यातायातको पहुँचमा पुराउनुपर्दछ,2,0,0,1,1,0,0,0,0,0,0,0
2969,fba7feb2f5ae4ef0,थु मसग सिक्नुआईज बिकाशको भिजन,1,1,0,1,0,0,0,0,0,0,0,0
2970,3aa14d460c194144,यो लाई भोट दिने मान्छे को दिमाग पनि यस्तै होला है,1,1,1,1,0,0,0,0,0,0,0,0
2971,6db1138e640648e3,यो गनगने नचडे भै गो नि सार्वजनिक बस चड्ने हिम्मत छ यो गनगनेको कुरा मात्र हो गनगनेको काम चाहि केहि गर्ने वाला छैन,1,1,1,1,1,0,0,0,0,0,0,0
2972,eeb2c650726044c0,हात्ति आयो हात्ति आयो फुस्स,2,0,0,0,0,0,0,0,0,0,0,0
2973,1a8afef8309040f3,सडकमा भि आई पि गाडी आयो भने जाम हुन्छ,2,0,0,0,1,1,0,0,0,0,0,0
2974,a343b9fc7bb84964,यस्तै उल्टो दिमाग छ र त देश उल्टो छ यस्ता उल्टा कुरा के खाएर आउछन् अझ भिजन भएको रे मुला पढने बेला ढुङ्गा अनि उल्टा बुद्दी,1,1,0,1,0,1,0,0,0,0,0,0
2975,5058df413c254598,गाडीमा चडने त नेताहरू ले मात्रै हो,2,0,1,0,1,0,0,0,0,0,0,0
2976,d53bc4c5c22c46a7,कुकुर कुन ले भोट हालेको होल यसलाई,1,1,1,1,0,0,0,0,0,0,0,0
2977,698ef8478005456e,दर्शनले मात्र समस्याको समाधान हुदैन गरेर जनताको सामु देखाउनु पर्छ,2,0,0,1,0,0,0,0,0,0,0,0
2978,f2a1b00220844495,अहिलेसम्म के हेरेर बसिरहेको तिमीहरू ले सरकार तिमीहरूको छ त गफ फाडिको गफ मात्रै हो,1,0,1,1,0,0,0,0,0,0,0,0
2979,2868a4d6b15b46b6,यो भईलाई के थाआ अरबमा घरमा एउटि घरमा गडी हुन्छ भनकोटफक जम हुदैन भन्नेर,2,0,1,0,1,0,0,0,0,0,0,0
2980,aaa1c910de064df9,हे गधा के कुरागरेकाे जनतासंग सल्हालिनु जस्ले गाडिकिन्छ त्यसब्यक्तिसित पहिला गाडिराख्ने ठाउँकाे ब्यबस्थितकाे बचनबद्द गर्नु अनिमात्र गाडिकाे काराेबार गर,1,1,1,1,1,0,0,0,0,0,0,0
2981,ef49e3a4e1a3411c,यो पनि पागल भएछ,1,1,0,0,0,0,0,0,0,0,0,0
2982,5b7e48d97284469b,सिस्टम खराब भएको देश मा केही हुँदै सोझासाझा नेपाली लाई तपाईंहरु जस्तो नेता मुर्ख बनाउन सक्छ यो धुर्ब सत्य हो,1,1,0,0,0,0,0,0,0,0,0,0
